EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1156450,ASSUMPTION PAR.,HIMALAYA,01/08/2024,1542,Tornado, ,EF0,0,0,150000,0,LA,CST-6, ,188238,C,7,LIX,0,0,NWS Storm Survey, ,0.88,200,1,W,1,NNW,HIMALAYA,01/08/2024,1543,29.85,-90.99,29.8611,-90.9829,"An EF0 tornado with maximum winds of 80 MPH touched down at the intersection of Highway 1011 and Supreme Cross Road in Supreme, LA. The tornado tracked almost due north-northeast along Highway 1011 before curving slightly northwest at the end. This was confirmed via radar. The west side of the road sustained the heaviest damage, all to manufactured homes. Only one actual mobile home was flipped and thrown into the fire station. This was noted to be of very degraded construction with only one strap seen. None of the homes surveyed had a sustained load path with strapping. A few were pushed slightly off their foundations with roof damage and undercarriage damage. To the east of Highway1011, these were well-built homes with only tree damage and minor roof/gutter damage. We do believe the tornado was wide enough to cause damage on both sides but the construction was better on theeast side, hence the lower damage. Around the intersections of Highway 1, Highway 1011, and Highway 308, there were trees down, a few pieces of roof pulled off and damage to a thrift store. The|concrete blocks at the top were pushed off with significant roof damage. Throughout the track, debris was noted well away from where it came from, with the thrift store's roof both to the eastand to the west. Debris indentations in the ground were widely seen and debris splatter was noted on all sides of the buildings. Also to note, off to the east on Highway 1014, power poles were leaning in one direction with very minor siding damage to a few manufactured homes. This is well away from the track and the damage is either straight-line winds or inflow from the tornado.","Moisture rich air with near record precipitable water, for this time of year, surged north from the Gulf of Mexico across the local area as a warm front lifted northward. Increased lift from both the warm/moist airmass and front boundary primed the environment for robust updrafts. Mid and upper levels of the atmosphere began to cool as an upper level system approached the area. That combo of of instability and ample moisture created an environment able to sustain a variety of severe weather ranging from a tornado to damaging winds and hail.",39
1156676,GEORGE CO.,AGRICOLA,01/08/2024,1925,Tornado, ,EF0,0,0,0,0,MS,CST-6, ,187659,C,39,MOB,0,0,NWS Storm Survey, ,2.09,20,4,NW,4,NNW,AGRICOLA,01/08/2024,1927,30.8358,-88.5724,30.8564,-88.5465,"NWS Storm Survey found a weak EF-0 tornado as an early evening thunderstorm crossed a warm frontal boundary. The tornado began in a rural area about 3.7 miles northwest of Agricola, Mississippi where some small softwood trees were uprooted along Marshall Smith Road and very weak convergence was noted in this area. The tornado was likely discontinuous or intermittent as it proceeded toward the northeast across mainly open fields, although a few broken large softwood tree branches were noted as it crossed Cooks Corner Road. The tornado likely lifted near MS-613 about 6.2 miles north-northwest of Agricola, where another large softwood tree branch was snapped.","Multiple rounds of severe thunderstorms moved across southeast Mississippi starting during the evening hours of January 8th and continued through early morning hours of the 9th. This system produced two EF-0's and one EF-1 in Mississippi.",40
1156675,GEORGE CO.,LUCEDALE,01/08/2024,1931,Tornado, ,EF0,0,0,0,0,MS,CST-6, ,187659,C,39,MOB,0,0,NWS Storm Survey, ,0.19,20,5,SW,4,SW,LUCEDALE,01/08/2024,1932,30.8681,-88.6267,30.8707,-88.6278,"George County Emergency Manager reported minor damage to a residence and a mobile home about 4 miles south-southwest of Lucedale, Mississippi, and photos of the damage were shared with WFO Mobile. A tornado debris signature was noted on radar confirming a likely tornado. The weak EF-0 tornado occurred as an early evening thunderstorm crossed a warm frontal boundary further to the southeast but managed to produce a series of weak rotations to the northwest of the thunderstorm, with one managing to briefly touchdown.","Multiple rounds of severe thunderstorms moved across southeast Mississippi starting during the evening hours of January 8th and continued through early morning hours of the 9th. This system produced two EF-0's and one EF-1 in Mississippi.",41
1156690,SANTA ROSA CO.,BADDAD JCT,01/09/2024,229,Tornado, ,EF1,0,0,0,0,FL,CST-6, ,188267,C,113,MOB,0,0,NWS Storm Survey, ,1.74,150,6,SSE,5,SE,BADDAD JCT,01/09/2024,234,30.4986,-87.0123,30.519,-86.9952,"A supercell thunderstorm moved onshore the Escribano Point Wildlife Management Area producing an EF1 tornado along Choctaw Field Road and crossing Grassy Point Road. This tornado likely began earlier; however, ground survey crew could only reach a point just south of Choctaw Field Road due to available road networks. Where ground survey crew was able to survey, mid to high end EF1 damage was observed along the entirety of the path with numerous softwood and hardwood uproots/snaps in a convergent damage pattern. ||Update 1/23/2024: After coordination with Eglin AFB Natural Resources and Northwest Florida Water Management it was determined the tornado began by moving onshore along the north shore of East Bay and the tornado ended at catfish basin. The tornado was EF1 intensity as it moved onshore snapping multiple pines. The end point of the tornado was also EF1 intensity crossing WMD 10 where multiple large pines were uprooted and blocking the road.","Multiple rounds of severe thunderstorms moved across the Florida Panhandle starting during the early morning hours of January 9th. This system produced one EF-1 tornado in Florida.",42
1152302,GEORGE CO.,SHIPMAN,01/09/2024,324,Tornado, ,EF1,0,0,0,0,MS,CST-6, ,187659,C,39,MOB,0,0,NWS Storm Survey, ,0.21,30,3,NNW,2,NNW,SHIPMAN,01/09/2024,325,30.9028,-88.4892,30.9028,-88.4857,"NWS Storm Survey found damage associated with an EF-1 tornado|about 6.3 miles south-southeast of Lucedale, Mississippi where|several large longleaf pines were snapped anywhere from 3 to|15 feet above the base. A wider swath of damaging wind likely|extended south and southeast of the tornado where small branches|were snapped. The tornado was likely discontinuous or|intermittent as it proceeded toward the east across US Highway|98. Once high-resolution satellite imagery becomes available, the|tornado path will be able to be refined.","Multiple rounds of severe thunderstorms moved across southeast Mississippi starting during the evening hours of January 8th and continued through early morning hours of the 9th. This system produced two EF-0's and one EF-1 in Mississippi.",43
1156680,MOBILE CO.,TANNER WILLIAMS,01/09/2024,347,Tornado, ,EF0,0,0,0,0,AL,CST-6, ,188266,C,97,MOB,0,0,NWS Storm Survey, ,2.99,20,3,ESE,4,NW,(MOB)MOBILE BATES FL,01/09/2024,351,30.7035,-88.3304,30.7119,-88.2811,"The tornado began likely just west of Novatan Rd south of Tanner Williams rd. in the forest based off of TDS from KMOB. Exact location is difficult to find and may need satellite imagery at a later date. The tornado quickly moved east across Novatan Rd where it caused a few softwoods to lose large limbs. Sporadic nature of the damage supported lower bound wind estimates for the damage. A small shed was also tossed at this point. Tornado continued northeast where it produced light sporadic damage to trees. The tornado crossed Tanner Williams Road near Rigby Rd causing minor damage to trees and brought down a traffic light. Sporadic damage continues to the northeast towards Snow Road where damage became too sporadic to determine a convergent path and the tornado likely lifted. A weak discontinuous path may be possible further east; however, damage was either too weak or too small to sporadic for ground surveys to determine a path after Snow Road.","Multiple rounds of severe thunderstorms moved across southwest Alabama starting during the late evening hours of January 8th and continued through early morning hours of the 9th. This system produced four EF-0's and two EF-1's in Alabama.",44
1156684,MOBILE CO.,DAWES,01/09/2024,356,Tornado, ,EF0,0,0,0,0,AL,CST-6, ,188266,C,97,MOB,0,0,NWS Storm Survey, ,1.48,20,3,N,3,SSE,(MOB)MOBILE BATES FL,01/09/2024,358,30.6396,-88.2435,30.6446,-88.2193,"A brief EF-0 tornado began along Cottage Hill Road just east of Dawes Road. The tornado quickly intensified knocking down fences and ripping branches off. Parts of the fence were blow across Cottage Hill rd. to the north. The tornado peaked as it moved towards Leroy Stevens rd. resulting in a low brick wall being destroyed. Uplift to the corner of the roof of a small retail building and most impressively rolling either a small trailer or small RV. The tornado then crossed Leroy Stevens Rd. before dissipating. The tornado may have continued further, but no convergent path was able to be found after this point.","Multiple rounds of severe thunderstorms moved across southwest Alabama starting during the late evening hours of January 8th and continued through early morning hours of the 9th. This system produced four EF-0's and two EF-1's in Alabama.",45
1156685,MOBILE CO.,DELCHAMPS,01/09/2024,412,Tornado, ,EF0,0,0,0,0,AL,CST-6, ,188266,C,97,MOB,0,0,NWS Storm Survey, ,0.66,30,2,W,1,WNW,DELCHAMPS,01/09/2024,414,30.4046,-88.1839,30.4043,-88.1729,"A brief, weak EF0 tornado occurred in the Bayou La Batre area north of Old Rock Road. The tornado path was visible via high resolution satellite imagery with a few tree uproots and other minor vegetation damage.","Multiple rounds of severe thunderstorms moved across southwest Alabama starting during the late evening hours of January 8th and continued through early morning hours of the 9th. This system produced four EF-0's and two EF-1's in Alabama.",46
1150250,WALTON CO.,SANTA ROSA BEACH,01/09/2024,429,Tornado, ,EF1,0,0,100000,0,FL,CST-6, ,186965,C,131,TAE,0,0,NWS Storm Survey, ,10.93,220,2,SSW,1,S,FREEPORT,01/09/2024,439,30.346,-86.2317,30.4761,-86.1273,"The tornado initially moved onshore with damage to trees and buildings at the intersection of W County Highway 30A and Laura Hamilton Blvd consistent with an EF-1 rating. It would then proceed to continue moving off to the northeast sporadically damaging trees and roofs of houses across the area. The tornado would then cross through a majority wooded area before crossing US Highway 98 before entering the woods once again. A high concentration of damage to homes and trees consistent with an EF-1 rating was found off of Chat Holly Rd. before the tornado crossed Choctawhatchee Bay. Max winds were estimated near 110 mph. The tornado would then parallel US Highway 331 as it crossed the bay before making landfall once again at Bay Grove Rd. where numerous manufactured homes were damaged along with tree damage consistent with an EF-1 rating. EF-1 damage had been observed leading up to US 331 where the tornado appears to have dissipated. Thanks to Walton County Emergency Management for assistance with this damage survey.","A high impact severe weather event impacted the tri-state region on January 9th with supercells producing tornadoes, large hail, and damaging wind gusts, followed by a major squall line with widespread wind damage and additional tornadoes. Preceding this activity, very strong non-thunderstorm wind gusts of 40-60 mph occurred, with even a gust to 70 mph at the Albany airport. There were 14 tornadoes confirmed across the tri-state region, including 3 EF0s, 5 EF1s, 5 EF2s, and 1 EF3. This activity was driven by a deepening area of low pressure west of the region with a record strong low level jet crossing the region. The winds at 850 mb were in in the 65-80 knot range, and sufficient instability existed to support mixing some of these very strong environmental winds to the surface.  ||Two significant tornadoes touched down in Bay county, including 1 EF3 and 1 EF2. These two tornadoes in Bay county resulted in damage to 326 buildings for a total market value loss of $20,350,311.  There were 234 single family homes damaged, 46 mobile homes damaged, 22 condos damaged, 2 multi-family homes damaged, and 22 commercial buildings damaged.  Of these 326 buildings, 113 sustained 5% damage, 86 sustained 15% damage, 2 sustained 20% damage, 29 sustained 30% damage, 17 sustained 35% damage, 28 sustained 45% damage, and 51 sustained 100% damage.",47
1156687,BALDWIN CO.,STEELWOOD,01/09/2024,432,Tornado, ,EF1,0,0,0,0,AL,CST-6, ,188266,C,3,MOB,0,0,NWS Storm Survey, ,1.85,230,3,SW,1,SSW,STEELWOOD,01/09/2024,435,30.6953,-87.8192,30.7021,-87.789,"An EF1 tornado touched down within a neighborhood off of US Highway 31 tracking eastward over a majority of Cambron Trail. The tornado likely started in a wooded area to the west of Cambron Trail and just east of Wildflower Trail. On Wildflower Trail, there were signs that low end wind damage was beginning to trees in the form of small tree limbs being knocked down and an old, rotted tree being snapped. However, this spot lacked convergent damage and was likely the rear inflow surge that occurred right before the tornado touched down. After touchdown, the tornado moved across Cambron Trail removing around 20% of roofing material off of multiple homes and uprooting/snapping multiple hardwood and softwood trees. Multiple fences in the neighborhood were also knocked down or damaged. The tornado crossed US Highway 31 by Cambron Trail, resulting in a couple uproots/snaps of softwood trees. Thanks to the availability of high-resolution satellite imagery, we were able to determine what happened between US Highway 31 and State Highway 59. The original Cambron Trail tornado began to track to the northeast, widening to around 230 yards before dissipating prior to reaching Darby Lane and State Highway 59. A new tornado developed to its southeast, which was originally thought to have been a part of this tornado.","Multiple rounds of severe thunderstorms moved across southwest Alabama starting during the late evening hours of January 8th and continued through early morning hours of the 9th. This system produced four EF-0's and two EF-1's in Alabama.",48
1156688,BALDWIN CO.,STEELWOOD,01/09/2024,435,Tornado, ,EF1,0,0,0,0,AL,CST-6, ,188266,C,3,MOB,0,0,NWS Storm Survey, ,0.26,50,2,S,2,SSE,STEELWOOD,01/09/2024,436,30.6971,-87.7751,30.6982,-87.771,"An EF1 tornado touched down within a neighborhood off of US Highway 31 tracking eastward over a majority of Cambron Trail. The tornado likely started in a wooded area to the west of Cambron Trail and just east of Wildflower Trail. On Wildflower Trail, there were signs that low end wind damage was beginning to trees in the form of small tree limbs being knocked down and an old, rotted tree being snapped. However, this spot lacked convergent damage and was likely the rear inflow surge that occurred right before the tornado touched down. After touchdown, the tornado moved across Cambron Trail removing around 20% of roofing material off of multiple homes and uprooting/snapping multiple hardwood and softwood trees. Multiple fences in the neighborhood were also knocked down or damaged. The tornado crossed US Highway 31 by Cambron Trail, resulting in a couple uproots/snaps of softwood trees. Thanks to the availability of high-resolution satellite imagery, we were able to determine what happened between US Highway 31 and State Highway 59. The original Cambron Trail tornado began to track to the northeast, widening to around 230 yards before dissipating prior to reaching Darby Lane and State Highway 59. A new tornado developed to its southeast, which was originally thought to have been a part of this tornado.","Multiple rounds of severe thunderstorms moved across southwest Alabama starting during the late evening hours of January 8th and continued through early morning hours of the 9th. This system produced four EF-0's and two EF-1's in Alabama.",49
1156689,BALDWIN CO.,BELFOREST,01/09/2024,438,Tornado, ,EF0,0,0,0,0,AL,CST-6, ,188266,C,3,MOB,0,0,NWS Storm Survey, ,5.08,20,3,SSE,1,N,SILVERHILL,01/09/2024,445,30.5537,-87.8361,30.5601,-87.751,"An EF0 tornado touched down near Dick Higbee Road on the south side of the St. Michael Catholic High School where multiple trees were uprooted in a convergent pattern. It is possible the tornado touched down sooner in the adjacent field, however the next surveyable location to the west on Highway 181 did not have any visible damage. The tornado continued east from the high school causing a discontinuous path of damage including large tree limbs broken off. Any semblance of a discontinuous path disappears to the east of County Road 55 near Woodpecker Road, and the tornado end point was set at this location. The tornado was small, only peaking at around 20 yards in width with a peak wind speed of 75mph and path length of 5.09 miles.","Multiple rounds of severe thunderstorms moved across southwest Alabama starting during the late evening hours of January 8th and continued through early morning hours of the 9th. This system produced four EF-0's and two EF-1's in Alabama.",50
1150253,WALTON CO.,EUCHEEANNA,01/09/2024,448,Tornado, ,EF1,0,0,50000,0,FL,CST-6, ,186965,C,131,TAE,0,0,NWS Storm Survey, ,5.42,160,4,SSE,2,WSW,DOUGLAS CROSSROADS,01/09/2024,455,30.5872,-86.0243,30.663,-86.001,"A tornado, associated with the same cell which produced a tornado in southern Walton County, touched down south of Rock Hill Road. A large concentration of tree damage and damage to a manufactured home were then observed off Rock Hill Rd. consistent with an EF-1 rating with max winds estimated at 95 mph. The tornado continued north and dissipated in a wooded area. Additional tree damage just to the east of the track along Rock Hill road may have been associated with very strong rear flank downdraft winds associated with this cell. Thanks to Walton County Emergency Management for assistance with this damage survey.","A high impact severe weather event impacted the tri-state region on January 9th with supercells producing tornadoes, large hail, and damaging wind gusts, followed by a major squall line with widespread wind damage and additional tornadoes. Preceding this activity, very strong non-thunderstorm wind gusts of 40-60 mph occurred, with even a gust to 70 mph at the Albany airport. There were 14 tornadoes confirmed across the tri-state region, including 3 EF0s, 5 EF1s, 5 EF2s, and 1 EF3. This activity was driven by a deepening area of low pressure west of the region with a record strong low level jet crossing the region. The winds at 850 mb were in in the 65-80 knot range, and sufficient instability existed to support mixing some of these very strong environmental winds to the surface.  ||Two significant tornadoes touched down in Bay county, including 1 EF3 and 1 EF2. These two tornadoes in Bay county resulted in damage to 326 buildings for a total market value loss of $20,350,311.  There were 234 single family homes damaged, 46 mobile homes damaged, 22 condos damaged, 2 multi-family homes damaged, and 22 commercial buildings damaged.  Of these 326 buildings, 113 sustained 5% damage, 86 sustained 15% damage, 2 sustained 20% damage, 29 sustained 30% damage, 17 sustained 35% damage, 28 sustained 45% damage, and 51 sustained 100% damage.",51
1150254,HOLMES CO.,PONCE DE LEON,01/09/2024,503,Tornado, ,EF0,0,0,75000,0,FL,CST-6, ,186965,C,59,TAE,0,0,NWS Storm Survey, ,0.96,100,4,E,3,S,WESTVILLE,01/09/2024,508,30.7121,-85.8679,30.7223,-85.8569,"A tornado touched down along R.M. Ward Road in western Holmes County. The tornado knocked down numerous trees, which caused damage to several structures, including one home and at least one vehicle. The tornado continued northeast before dissipating in a heavily wooded area northeast of Jessie Hall Lane. Damage was consistent with an EF0 tornado with max winds estimated around 80 mph. Thanks to Holmes County Emergency Management for assistance with this survey.","A high impact severe weather event impacted the tri-state region on January 9th with supercells producing tornadoes, large hail, and damaging wind gusts, followed by a major squall line with widespread wind damage and additional tornadoes. Preceding this activity, very strong non-thunderstorm wind gusts of 40-60 mph occurred, with even a gust to 70 mph at the Albany airport. There were 14 tornadoes confirmed across the tri-state region, including 3 EF0s, 5 EF1s, 5 EF2s, and 1 EF3. This activity was driven by a deepening area of low pressure west of the region with a record strong low level jet crossing the region. The winds at 850 mb were in in the 65-80 knot range, and sufficient instability existed to support mixing some of these very strong environmental winds to the surface.  ||Two significant tornadoes touched down in Bay county, including 1 EF3 and 1 EF2. These two tornadoes in Bay county resulted in damage to 326 buildings for a total market value loss of $20,350,311.  There were 234 single family homes damaged, 46 mobile homes damaged, 22 condos damaged, 2 multi-family homes damaged, and 22 commercial buildings damaged.  Of these 326 buildings, 113 sustained 5% damage, 86 sustained 15% damage, 2 sustained 20% damage, 29 sustained 30% damage, 17 sustained 35% damage, 28 sustained 45% damage, and 51 sustained 100% damage.",52
1150256,BAY CO.,BILTMORE BEACH,01/09/2024,531,Tornado, ,EF3,0,0,15350000,0,FL,CST-6, ,186965,C,5,TAE,0,0,NWS Storm Survey, ,5.2,550,0,SW,1,SW,(PFN)PANAMA CITY ARPT,01/09/2024,537,30.1384,-85.7526,30.1918,-85.6912,"A tornado moved onshore Panama City Beach in the Lower Grand Lagoon area along Spyglass Drive. Significant damage occurred to several homes, including the complete destruction of one beachfront home. The damage at this location was determined to|support an EF-3 rating with max winds estimated at 140 mph. Significant damage to homes and businesses continued as the tornado moved northeast across and along Thomas Drive where two apartment building were heavily damaged. EF-3 damage was again noted at a large boat storage facility which suffered significant structural failure. The tornado continued northeastward across Grand Lagoon and through the Bay Point Golf Club, causing additional damage to homes, before crossing Saint Andrew Bay. The damage in Panama City, after crossing the bay was more sporadic and less intense, supportive of EF-1 intensity. The tornado appears to have dissipated shortly after crossing West 23rd Street. Thanks to Bay County Emergency Management for assistance with the damage survey.","A high impact severe weather event impacted the tri-state region on January 9th with supercells producing tornadoes, large hail, and damaging wind gusts, followed by a major squall line with widespread wind damage and additional tornadoes. Preceding this activity, very strong non-thunderstorm wind gusts of 40-60 mph occurred, with even a gust to 70 mph at the Albany airport. There were 14 tornadoes confirmed across the tri-state region, including 3 EF0s, 5 EF1s, 5 EF2s, and 1 EF3. This activity was driven by a deepening area of low pressure west of the region with a record strong low level jet crossing the region. The winds at 850 mb were in in the 65-80 knot range, and sufficient instability existed to support mixing some of these very strong environmental winds to the surface.  ||Two significant tornadoes touched down in Bay county, including 1 EF3 and 1 EF2. These two tornadoes in Bay county resulted in damage to 326 buildings for a total market value loss of $20,350,311.  There were 234 single family homes damaged, 46 mobile homes damaged, 22 condos damaged, 2 multi-family homes damaged, and 22 commercial buildings damaged.  Of these 326 buildings, 113 sustained 5% damage, 86 sustained 15% damage, 2 sustained 20% damage, 29 sustained 30% damage, 17 sustained 35% damage, 28 sustained 45% damage, and 51 sustained 100% damage.",53
1150255,BAY CO.,BILTMORE BEACH,01/09/2024,531,Tornado, ,EF0,0,0,1000,0,FL,CST-6, ,186965,C,5,TAE,0,0,NWS Storm Survey, ,0.23,50,1,SSE,0,SE,BILTMORE BEACH,01/09/2024,532,30.1322,-85.7452,30.1353,-85.744,"A satellite vortex tornado of parent EF3 tornado just to the west made landfall at the western edge of St. Andrews State Park. Only very minor damage to a few tree limbs and an antenna were reported by park management. The tornado was confirmed via videos|on social media. Damage was consistent with an EF0 tornado with max winds estimated at 70 mph.","A high impact severe weather event impacted the tri-state region on January 9th with supercells producing tornadoes, large hail, and damaging wind gusts, followed by a major squall line with widespread wind damage and additional tornadoes. Preceding this activity, very strong non-thunderstorm wind gusts of 40-60 mph occurred, with even a gust to 70 mph at the Albany airport. There were 14 tornadoes confirmed across the tri-state region, including 3 EF0s, 5 EF1s, 5 EF2s, and 1 EF3. This activity was driven by a deepening area of low pressure west of the region with a record strong low level jet crossing the region. The winds at 850 mb were in in the 65-80 knot range, and sufficient instability existed to support mixing some of these very strong environmental winds to the surface.  ||Two significant tornadoes touched down in Bay county, including 1 EF3 and 1 EF2. These two tornadoes in Bay county resulted in damage to 326 buildings for a total market value loss of $20,350,311.  There were 234 single family homes damaged, 46 mobile homes damaged, 22 condos damaged, 2 multi-family homes damaged, and 22 commercial buildings damaged.  Of these 326 buildings, 113 sustained 5% damage, 86 sustained 15% damage, 2 sustained 20% damage, 29 sustained 30% damage, 17 sustained 35% damage, 28 sustained 45% damage, and 51 sustained 100% damage.",54
1150257,BAY CO.,LYNN HAVEN,01/09/2024,543,Tornado, ,EF2,0,2,5000000,0,FL,CST-6, ,186965,C,5,TAE,0,0,NWS Storm Survey, ,12.89,600,1,N,1,E,BENNETT,01/09/2024,555,30.2403,-85.6419,30.3861,-85.5071,"The same supercell that spawned the Grand Lagoon tornado dropped another in Lynn Haven where some trees were snapped and one home had some minor roof damage. The tornado then traveled northeast across the eastern portion of North Bay before causing damage in the Resota Beach area on the west shore of Deer Point Lake, destroying one double-wide manufactured home and significantly damaging another. The most significant damage in this area was to a single family home on Joanna Lane where large sections of the roof were removed and the garage was destroyed. This was consistent with EF-2 damage. After crossing Deer Point Lake, the tornado tracked through the Bay Head neighborhood where it caused the most extensive damage. One manufactured home on Magnolia Avenue was ripped from its moorings and tossed against the tree line at the back of the property. Fortunately, the two people inside suffered only minor injuries. A single family home at the intersection of Magnolia and Seminole St. had a large portion of its roof removed. Similar damage occurred to a home on Palm Avenue where substantial tree damage  also occurred. Four homes in the vicinity of Cherokee St. and Deerwood Avenue sustained similar damage. A brick home on Sunshine Drive not only had about half of its roof removed, but also saw collapse of walls on one corner of the house. All of these homes mentioned thus far in Bay Head suffered EF-2 damage, but this last one was the most severely damaged with winds estimated at 130 mph. As the tornado continued northeast, additional roof damage to homes occurred on Indian Bluff Drive, Indian Bluff Road, Piza Circle, and Miller Circle. On CR 2301 near Vickery Lane, one mobile home was shifted off its support blocks with a third of the structure destroyed. Damage northeast of this point became more sporadic and mainly to trees. The tornado appeared to lift as it crossed Mocassin Creek.","A high impact severe weather event impacted the tri-state region on January 9th with supercells producing tornadoes, large hail, and damaging wind gusts, followed by a major squall line with widespread wind damage and additional tornadoes. Preceding this activity, very strong non-thunderstorm wind gusts of 40-60 mph occurred, with even a gust to 70 mph at the Albany airport. There were 14 tornadoes confirmed across the tri-state region, including 3 EF0s, 5 EF1s, 5 EF2s, and 1 EF3. This activity was driven by a deepening area of low pressure west of the region with a record strong low level jet crossing the region. The winds at 850 mb were in in the 65-80 knot range, and sufficient instability existed to support mixing some of these very strong environmental winds to the surface.  ||Two significant tornadoes touched down in Bay county, including 1 EF3 and 1 EF2. These two tornadoes in Bay county resulted in damage to 326 buildings for a total market value loss of $20,350,311.  There were 234 single family homes damaged, 46 mobile homes damaged, 22 condos damaged, 2 multi-family homes damaged, and 22 commercial buildings damaged.  Of these 326 buildings, 113 sustained 5% damage, 86 sustained 15% damage, 2 sustained 20% damage, 29 sustained 30% damage, 17 sustained 35% damage, 28 sustained 45% damage, and 51 sustained 100% damage.",55
1150249,HOUSTON CO.,MEMPHIS,01/09/2024,553,Tornado, ,EF1,0,0,100000,0,AL,CST-6, ,186964,C,69,TAE,0,0,NWS Storm Survey, ,1.2,225,1,ENE,1,SSW,WILSON MILL,01/09/2024,555,31.135,-85.3554,31.1485,-85.3427,"A tornado touched down near Sowell Road west of Willie Varnum Road, causing damage to trees and a farm building. The tornado continue northeast, crossing Willie Varnum Road, causing significant tree damage, supportive of an EF-1 rating with max winds estimated near 90 mph. The tornado also damaged the roofs of several homes along Willie Varnum Road before dissipating before reaching Cottonwood Road. Thanks to Houston County, Alabama Emergency Management for assistance with this survey.","A high impact severe weather event impacted the tri-state region on January 9th with supercells producing tornadoes, large hail, and damaging wind gusts, followed by a major squall line with widespread wind damage and additional tornadoes. Preceding this activity, very strong non-thunderstorm wind gusts of 40-60 mph occurred, with even a gust to 70 mph at the Albany airport. There were 14 tornadoes confirmed across the tri-state region, including 3 EF0s, 5 EF1s, 5 EF2s, and 1 EF3. This activity was driven by a deepening area of low pressure west of the region with a record strong low level jet crossing the region. The winds at 850 mb were in in the 65-80 knot range, and sufficient instability existed to support mixing some of these very strong environmental winds to the surface.",56
1150323,BAY CO.,BETTS,01/09/2024,603,Tornado, ,EF0,0,0,0,0,FL,CST-6, ,186965,C,5,TAE,0,0,NWS Storm Survey, ,1.16,450,1,SSW,0,ESE,BETTS,01/09/2024,611,30.5135,-85.3949,30.528,-85.385,"This tornado touched down in far northeast Bay county, travelled through far northwest Calhoun county, and ended in Jackson county. The Bay county portion of the tornado is rated EF0. The Calhoun and Jackson county portions of the tornado are rated EF1 with max winds estimated at 90 mph. The tornado began in northeastern Bay county where it touched down in a wooded area between US 231 and NW County road 274 snapping several trees. Multiple trees along NW County road 167 were snapped or uprooted. The track continued to the northeast into Jackson county where it crossed through forested land before crossing Freeman Road. The tornado continued through another wooded area before moving parallel with Grand Mesa Avenue where several trees were uprooted or snapped. The tornado then continued through another wooded area before crossing Varsey Lane where it damaged some small outbuilding sheds as well as snapped a few trees. The tornado continued to track parallel to Varsey Lane to the northeast before snapping tree tops along its path before lifting just beyond Celestial Lane in another wooded area. The tornado reached its maximum width of approximately 450 yards as well as its maximum intensity as it crossed NW county road 167 with the most widespread tree damage observed at this point.","A high impact severe weather event impacted the tri-state region on January 9th with supercells producing tornadoes, large hail, and damaging wind gusts, followed by a major squall line with widespread wind damage and additional tornadoes. Preceding this activity, very strong non-thunderstorm wind gusts of 40-60 mph occurred, with even a gust to 70 mph at the Albany airport. There were 14 tornadoes confirmed across the tri-state region, including 3 EF0s, 5 EF1s, 5 EF2s, and 1 EF3. This activity was driven by a deepening area of low pressure west of the region with a record strong low level jet crossing the region. The winds at 850 mb were in in the 65-80 knot range, and sufficient instability existed to support mixing some of these very strong environmental winds to the surface.  ||Two significant tornadoes touched down in Bay county, including 1 EF3 and 1 EF2. These two tornadoes in Bay county resulted in damage to 326 buildings for a total market value loss of $20,350,311.  There were 234 single family homes damaged, 46 mobile homes damaged, 22 condos damaged, 2 multi-family homes damaged, and 22 commercial buildings damaged.  Of these 326 buildings, 113 sustained 5% damage, 86 sustained 15% damage, 2 sustained 20% damage, 29 sustained 30% damage, 17 sustained 35% damage, 28 sustained 45% damage, and 51 sustained 100% damage.",57
